POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
43,Harbhajan Singh,15,7,3,105,49*,26.25,63,166.66,0,0,12,5
44,Subramaniam Badrinath,16,15,4,356,55*,32.36,303,117.49,0,2,41,5
45,Dwayne Bravo,10,8,1,61,23,8.71,53,115.09,0,0,3,4
46,Abhishek Jhunjhunwala,13,11,2,183,53*,20.33,166,110.24,0,1,16,4
47,Abhishek Raut,6,5,3,56,32*,28.00,48,116.66,0,0,3,3
48,Aditya Tare,7,4,0,50,23,12.50,36,138.88,0,0,5,3
49,Cameron White,7,5,3,48,21*,24.00,33,145.45,0,0,3,3
50,Adam Voges,9,7,3,181,45*,45.25,143,126.57,0,0,15,3
51,Cheteshwar Pujara,10,6,2,122,45*,30.50,115,106.08,0,0,14,3
52,Ravi Bopara,10,9,1,248,77,31.00,214,115.88,0,2,25,3
53,Shikhar Dhawan,10,10,0,191,56,19.10,170,112.35,0,2,23,3
54,Sachin Tendulkar,15,15,2,618,89*,47.53,466,132.61,0,5,86,3
55,Rahul Dravid,16,11,2,256,52,28.44,199,128.64,0,1,34,3
56,Abhishek Nayar,3,3,1,58,27,29.00,51,113.72,0,0,4,2
57,Laxmi Ratan Shukla,4,2,0,36,19,18.00,26,138.46,0,0,3,2
58,Andrew McDonald,4,3,3,65,33*,-,52,125.00,0,0,3,2
59,Parthiv Patel,4,4,0,72,57,18.00,79,91.13,0,1,6,2
60,Rajat Bhatia,5,3,0,24,21,8.00,17,141.17,0,0,1,2
61,Kedar Jadhav,5,5,2,76,50*,25.33,56,135.71,0,1,7,2
62,Brendon McCullum,5,5,1,114,57*,28.50,110,103.63,0,1,14,2
63,MF Maharoof,7,4,1,31,28,10.33,23,134.78,0,0,2,2
64,Ryan Harris,8,5,1,45,15,11.25,39,115.38,0,0,2,2
65,Gautam Gambhir,11,10,1,277,72,30.77,217,127.64,0,2,32,2
66,Aaron Finch,1,1,0,21,21,21.00,21,100.00,0,0,0,1
67,Aditya Dole,3,2,0,34,30,17.00,22,154.54,0,0,3,1
68,Mitchell Marsh,3,2,0,28,15,14.00,30,93.33,0,0,1,1
69,Dwayne Smith,3,3,1,22,13*,11.00,25,88.00,0,0,1,1
70,Adrian Barath,3,3,1,42,33,21.00,42,100.00,0,0,5,1
71,Ashish Nehra,4,2,1,23,22*,23.00,20,115.00,0,0,2,1
72,Sanath Jayasuriya,4,4,0,33,23,8.25,31,106.45,0,0,4,1
73,Brad Hodge,4,4,0,99,50,24.75,90,110.00,0,1,11,1
74,JM Kemp,5,2,0,26,22,13.00,24,108.33,0,0,1,1
75,Mark Boucher,5,2,1,13,11*,13.00,10,130.00,0,0,0,1
76,Anirudh Singh,5,4,0,63,40,15.75,66,95.45,0,0,6,1
77,Karan Goel,6,2,1,18,17*,18.00,20,90.00,0,0,1,1
78,Eoin Morgan,6,4,1,35,17,11.66,30,116.66,0,0,2,1
79,Rahul Sharma,6,4,1,29,14*,9.66,26,111.53,0,0,3,1
80,Chaminda Vaas,6,5,1,30,16,7.50,34,88.23,0,0,1,1
81,Venugopal Rao,6,5,1,34,24,8.50,43,79.06,0,0,3,1
82,VVS Laxman,6,6,1,64,22,12.80,60,106.66,0,0,7,1
83,Lakshmipathy Balaji,7,3,1,18,15,9.00,20,90.00,0,0,1,1
84,Doug Bollinger,8,2,2,18,16*,-,17,105.88,0,0,1,1
85,Shaun Tait,8,2,1,12,11,12.00,13,92.30,0,0,0,1
86,Faiz Fazal,10,9,1,164,45,20.50,154,106.49,0,0,19,1
87,Siddharth Trivedi,11,4,2,20,9,10.00,14,142.85,0,0,3,1
88,Wriddhiman Saha,13,7,4,67,22,22.33,53,126.41,0,0,9,1
89,Zaheer Khan,14,4,3,24,23*,24.00,13,184.61,0,0,3,1
