POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
53,Ravindra Jadeja,14,9,2,135,36*,19.28,103,131.06,0,0,11,6
54,Simon Katich,2,2,1,96,75,96.00,69,139.13,0,1,11,2
55,MF Maharoof,10,8,2,125,39,20.83,79,158.22,0,0,10,7
56,Misbah-ul-Haq,8,8,1,117,47*,16.71,81,144.44,0,0,10,6
57,Praveen Kumar,13,12,2,112,34,11.20,98,114.28,0,0,10,6
58,Dwaraka Ravi Teja,7,6,0,109,40,18.16,82,132.92,0,0,10,5
59,Piyush Chawla,15,7,3,90,24*,22.50,59,152.54,0,0,10,3
60,Irfan Pathan,14,10,4,131,40,21.83,116,112.93,0,0,9,6
61,Scott Styris,8,8,2,112,36*,18.66,123,91.05,0,0,9,2
62,Debabrata Das,6,6,0,103,31,17.16,94,109.57,0,0,9,5
63,Shreevats Goswami,4,3,0,82,52,27.33,85,96.47,0,1,9,1
64,Cameron White,8,8,1,114,31*,16.28,102,111.76,0,0,8,4
65,Shahid Afridi,10,9,1,81,33,10.12,46,176.08,0,0,7,6
66,Karan Goel,7,6,0,76,26,12.66,78,97.43,0,0,7,4
67,Shane Warne,15,7,2,70,22*,14.00,59,118.64,0,0,7,2
68,Ramnaresh Sarwan,4,4,0,73,31,18.25,75,97.33,0,0,6,1
69,Luke Ronchi,4,4,0,34,13,8.50,32,106.25,0,0,6,1
70,AB de Villiers,6,6,1,95,26*,19.00,98,96.93,0,0,5,1
71,Ajit Agarkar,9,6,1,54,20,10.80,46,117.39,0,0,5,2
72,Shoaib Malik,7,5,1,52,24,13.00,47,110.63,0,0,5,0
73,Arjun Yadav,8,6,1,49,16,9.80,39,125.64,0,0,5,2
74,Dwayne Smith,4,3,0,45,20,15.00,40,112.50,0,0,5,1
75,Aakash Chopra,5,5,0,42,24,8.40,52,80.76,0,0,5,0
76,LPC Silva,3,3,1,40,23*,20.00,26,153.84,0,0,5,1
77,Dinesh Salunkhe,6,3,1,33,26*,16.50,24,137.50,0,0,5,0
78,Jagadeesh Arunkumar,3,3,0,23,22,7.66,23,100.00,0,0,5,0
79,Balachandra Akhil,7,7,4,46,27*,15.33,31,148.38,0,0,4,3
80,Zaheer Khan,11,8,4,34,17*,8.50,43,79.06,0,0,4,0
81,Pinal Shah,5,4,0,34,19,8.50,35,97.14,0,0,4,0
82,Ramesh Powar,5,1,1,28,28*,-,21,133.33,0,0,4,1
83,Shivnarine Chanderpaul,3,3,0,25,16,8.33,31,80.64,0,0,4,0
84,Amit Mishra,6,3,0,37,31,12.33,42,88.09,0,0,3,0
85,Sohail Tanvir,11,5,2,36,13,12.00,29,124.13,0,0,3,1
86,Mahesh Rawat,11,7,3,34,23*,8.50,39,87.17,0,0,3,1
87,Tatenda Taibu,3,3,0,31,15,10.33,26,119.23,0,0,3,0
88,Murali Kartik,6,3,0,30,17,10.00,27,111.11,0,0,3,0
89,Saurabh Tiwary,3,2,0,26,17,13.00,20,130.00,0,0,3,1
90,Bharat Chipli,3,3,0,20,10,6.66,28,71.42,0,0,3,0
91,Darren Lehmann,2,2,0,18,17,9.00,18,100.00,0,0,3,0
92,Ricky Ponting,4,4,0,39,20,9.75,53,73.58,0,0,2,1
93,Dominic Thornely,6,4,2,39,30,19.50,53,73.58,0,0,2,2
94,Manpreet Gony,16,5,4,35,15*,35.00,23,152.17,0,0,2,3
95,Rajat Bhatia,9,3,1,34,17,17.00,28,121.42,0,0,2,2
96,RP Singh,14,9,5,27,10,6.75,24,112.50,0,0,2,1
97,Wilkin Mota,4,2,1,26,25,26.00,27,96.29,0,0,2,0
98,Vinay Kumar,8,4,1,25,23,8.33,22,113.63,0,0,2,1
99,Musavir Khote,4,3,1,24,9,12.00,22,109.09,0,0,2,1
100,Mohammad Hafeez,8,3,1,20,13,10.00,22,90.90,0,0,2,1
